Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2014,LTER_1,Fringing,Turbinaria,2007,26.4,3.68,0.9,29.21,NA
2014,LTER_1,Fringing,Turbinaria,1995,28.34,3.95,0.79,35.92,NA
2014,LTER_1,Fringing,Turbinaria,2252,27.73,3.9,0.7,39.35,NA
2014,LTER_1,Fringing,Turbinaria,1993,30.13,4.3,0.94,31.93,NA
2014,LTER_1,Reefcrest,Turbinaria,2922,25.6,3.83,0.73,35.1,NA
2014,LTER_1,Reefcrest,Turbinaria,2757,27,4.16,0.74,36.4,NA
2014,LTER_1,Reefcrest,Turbinaria,2887,26.4,4,0.8,33.1,NA
2014,LTER_1,Reefcrest,Turbinaria,2988,25.9,3.89,0.85,30.5,NA
2014,LTER_1,Reefcrest,Turbinaria,2332,26.2,3.95,0.99,26.5,NA
2014,LTER_1,Reefcrest,Turbinaria,2903,26.5,4.04,0.82,32.4,NA
2014,LTER_1,Reefcrest,Turbinaria,2587,26,3.94,0.76,34.3,NA
2014,LTER_1,Reefcrest,Turbinaria,2690,26.5,4.05,0.74,36,NA
2014,LTER_1,Reefcrest,Turbinaria,2167,28.4,4.27,0.88,32.2,NA
2014,LTER_1,Reefcrest,Turbinaria,2684,26.3,3.94,0.86,30.6,NA
2014,LTER_2,Backreef,Sargassum,2871,31.6,4.98,0.92,34.5,NA
2014,LTER_2,Backreef,Sargassum,2406,27.4,4.06,1.1,25,NA
2014,LTER_2,Backreef,Sargassum,2412,29.2,4.21,1.02,28.6,NA
2014,LTER_2,Backreef,Sargassum,2461,29.3,4.04,1.01,29.1,NA
2014,LTER_2,Backreef,Sargassum,2114,31.7,4.59,0.98,32.3,NA
2014,LTER_2,Backreef,Sargassum,2341,27.5,3.82,1.48,18.6,NA
2014,LTER_2,Backreef,Sargassum,2458,26.7,3.74,1.29,20.7,NA
2014,LTER_2,Backreef,Sargassum,2117,28.8,4.2,1.11,25.9,NA
2014,LTER_2,Backreef,Sargassum,2922,29.2,4.48,1.03,28.3,NA
2014,LTER_2,Backreef,Sargassum,2198,29.2,4.17,1.22,24,NA
2014,LTER_2,Backreef,Turbinaria,2987,24.8,3.75,0.76,32.6,NA
2014,LTER_2,Backreef,Turbinaria,2255,25.4,3.71,0.54,46.8,NA
2014,LTER_2,Backreef,Turbinaria,2797,24.6,3.73,0.73,33.5,NA
2014,LTER_2,Backreef,Turbinaria,2384,26.4,4.01,0.76,34.9,NA
2014,LTER_2,Backreef,Turbinaria,2464,26.1,3.9,0.75,34.8,NA
2014,LTER_2,Backreef,Turbinaria,2339,25.7,3.84,0.64,40,NA
2014,LTER_2,Backreef,Turbinaria,2456,25.4,3.84,0.63,40.1,NA
2014,LTER_2,Backreef,Turbinaria,2880,24.7,3.76,0.89,27.6,NA
2014,LTER_2,Backreef,Turbinaria,2161,25.7,3.81,0.63,40.7,NA
2014,LTER_2,Backreef,Turbinaria,2306,26.5,3.82,0.79,33.4,NA
2014,LTER_2,Fringing,Turbinaria,2377,23.3,3.17,0.69,33.6,NA
2014,LTER_2,Fringing,Turbinaria,2558,25.9,3.61,0.81,32,NA
2014,LTER_2,Fringing,Turbinaria,2158,24.6,3.37,0.83,29.8,NA
2014,LTER_2,Fringing,Turbinaria,2648,27.6,3.83,0.86,32,NA
2014,LTER_2,Fringing,Turbinaria,2400,26.6,3.63,0.94,28.3,NA
2014,LTER_2,Fringing,Turbinaria,2911,25.9,3.62,0.75,34.7,NA
2014,LTER_2,Fringing,Turbinaria,2886,23.9,3.33,0.87,27.5,NA
2014,LTER_2,Fringing,Turbinaria,2644,26.5,3.99,0.82,32.4,NA
2014,LTER_2,Fringing,Turbinaria,2372,25.8,3.78,0.94,27.4,NA
2014,LTER_2,Fringing,Turbinaria,2752,24.4,3.57,0.89,27.4,NA
2014,LTER_2,Reefcrest,Sargassum,2076,28.5,4.31,1.13,25.3,NA
2014,LTER_2,Reefcrest,Sargassum,2095,29.4,4.46,0.75,39.4,NA
2014,LTER_2,Reefcrest,Sargassum,2815,27.5,4.07,1.27,21.6,NA
2014,LTER_2,Reefcrest,Sargassum,2471,30.3,4.63,1.05,28.7,NA
2014,LTER_2,Reefcrest,Sargassum,2355,30.7,5.09,0.83,37.1,NA
2014,LTER_2,Reefcrest,Sargassum,2556,31.3,5.01,0.81,38.5,NA
2014,LTER_2,Reefcrest,Sargassum,2912,31.8,5.05,0.73,43.6,NA
2014,LTER_2,Reefcrest,Sargassum,2479,27.8,4.13,0.98,28.2,NA
2014,LTER_2,Reefcrest,Sargassum,2413,30.8,4.58,0.87,35.5,NA
2014,LTER_2,Reefcrest,Turbinaria,2345,29.4,3.97,0.7,42.2,NA
2014,LTER_2,Reefcrest,Turbinaria,2680,25.3,3.52,0.57,44.6,NA
2014,LTER_2,Reefcrest,Turbinaria,2631,27.6,3.91,0.52,52.9,NA
2014,LTER_2,Reefcrest,Turbinaria,2839,25,3.48,0.84,29.7,NA
2014,LTER_2,Reefcrest,Turbinaria,2826,27.8,3.93,0.54,51,NA
2014,LTER_2,Reefcrest,Turbinaria,2920,25.6,3.5,0.76,33.5,NA
2014,LTER_2,Reefcrest,Turbinaria,2597,27.3,3.72,0.59,46.1,NA
2014,LTER_2,Reefcrest,Turbinaria,2359,28.2,3.89,0.6,47,NA
2014,LTER_2,Reefcrest,Turbinaria,2883,26.7,3.74,0.53,50.1,NA
2014,LTER_2,Reefcrest,Turbinaria,2698,26.7,3.85,0.54,49.5,NA
2014,LTER_3,Backreef,Turbinaria,1855,26.59,3.71,0.96,27.6,NA
2014,LTER_3,Backreef,Turbinaria,2105,27.41,3.75,0.63,43.7,NA
2014,LTER_3,Backreef,Turbinaria,2748,28.51,3.98,0.65,43.84,NA
2014,LTER_3,Backreef,Turbinaria,1863,26.88,3.77,0.57,47.53,NA
2014,LTER_3,Backreef,Turbinaria,1525,27.63,3.79,0.61,45.13,NA
2014,LTER_3,Fringing,Turbinaria,2148,26.06,3.47,0.94,27.8,NA
2014,LTER_3,Fringing,Turbinaria,2687,25.47,3.5,0.85,29.97,NA
2014,LTER_3,Fringing,Turbinaria,2119,26.31,3.9,0.83,31.75,NA
2014,LTER_3,Fringing,Turbinaria,1552,25.58,3.71,0.77,33.04,NA
2014,LTER_3,Fringing,Turbinaria,2151,27.05,3.85,0.64,42.38,NA
2014,LTER_3,Reefcrest,Turbinaria,2002,31.28,4.66,0.49,63.44,NA
2014,LTER_3,Reefcrest,Turbinaria,2315,30.94,4.68,0.39,78.97,NA
2014,LTER_3,Reefcrest,Turbinaria,2226,30.52,4.56,0.46,67.02,NA
2014,LTER_3,Reefcrest,Turbinaria,2159,32.38,4.95,0.43,74.89,NA
2014,LTER_3,Reefcrest,Turbinaria,2068,30.79,4.48,0.44,70.2,NA
2014,LTER_4,Backreef,Turbinaria,1773,29.09,4.46,0.53,55.02,NA
2014,LTER_4,Backreef,Turbinaria,1499,26.47,3.85,0.66,40.08,NA
2014,LTER_4,Backreef,Turbinaria,2701,28.01,4.1,0.72,38.98,NA
2014,LTER_4,Backreef,Turbinaria,1699,27.8,4.18,0.77,36.14,NA
2014,LTER_4,Backreef,Turbinaria,2247,25.68,3.79,0.85,30.14,NA
2014,LTER_4,Fringing,Turbinaria,1895,26.35,3.88,0.79,33.48,NA
2014,LTER_4,Fringing,Turbinaria,2189,25.68,3.65,1.05,24.47,NA
2014,LTER_4,Fringing,Turbinaria,1834,27.09,3.37,0.67,40.4,NA
2014,LTER_4,Fringing,Turbinaria,2108,26.54,3.59,0.7,37.85,NA
2014,LTER_4,Fringing,Turbinaria,2732,25.53,3.52,0.66,38.92,NA
2014,LTER_4,Reefcrest,Turbinaria,1762,28.25,4.2,0.55,50.94,NA
2014,LTER_4,Reefcrest,Turbinaria,2675,27.11,4.11,0.72,37.89,NA
2014,LTER_4,Reefcrest,Turbinaria,2229,27.53,4.23,0.68,40.41,NA
2014,LTER_4,Reefcrest,Turbinaria,2457,27.53,4.11,0.65,42.34,NA
2014,LTER_4,Reefcrest,Turbinaria,2036,30.82,4.86,0.54,56.59,NA
2014,LTER_5,Backreef,Turbinaria,2043,28.76,4.06,0.53,54.1,NA
2014,LTER_5,Backreef,Turbinaria,2469,28.67,3.97,0.59,48.74,NA
2014,LTER_5,Backreef,Turbinaria,2324,28.59,4.03,0.6,47.92,NA
2014,LTER_5,Backreef,Turbinaria,2069,27.25,3.83,0.6,45.36,NA
2014,LTER_5,Backreef,Turbinaria,2663,28.17,3.91,0.65,43.43,NA
2014,LTER_5,Fringing,Turbinaria,2332,24.28,3.37,0.62,38.99,NA
2014,LTER_5,Fringing,Turbinaria,1996,26.24,3.57,0.71,37.06,NA
2014,LTER_5,Fringing,Turbinaria,1889,26.58,3.58,0.62,42.64,NA
2014,LTER_5,Fringing,Turbinaria,1684,24.81,3.06,0.72,34.44,NA
2014,LTER_5,Fringing,Turbinaria,1965,27.37,3.76,0.68,40.09,NA
2014,LTER_5,Reefcrest,Turbinaria,1485,29.48,4.25,0.46,64.35,NA
2014,LTER_5,Reefcrest,Turbinaria,1768,28.48,3.93,0.66,43.24,NA
2014,LTER_5,Reefcrest,Turbinaria,2299,28.76,4.09,0.55,52.65,NA
2014,LTER_5,Reefcrest,Turbinaria,2205,28.69,4.06,0.52,55.58,NA
2014,LTER_5,Reefcrest,Turbinaria,2309,29.54,4.14,0.54,54.3,NA
2014,LTER_6,Backreef,Turbinaria,1559,30.13,4.37,0.66,45.5,NA
2014,LTER_6,Backreef,Turbinaria,2260,31.09,4.72,0.42,73.59,NA
2014,LTER_6,Backreef,Turbinaria,2293,31.66,4.9,0.54,58.61,NA
2014,LTER_6,Backreef,Turbinaria,2888,31.17,4.76,0.63,49.84,NA
2014,LTER_6,Backreef,Turbinaria,2392,32.43,4.92,0.43,76.27,NA
2014,LTER_6,Fringing,Turbinaria,2570,27.17,3.87,0.79,34.47,NA
2014,LTER_6,Fringing,Turbinaria,1451,28.67,4.11,0.8,35.82,NA
2014,LTER_6,Fringing,Turbinaria,1918,26.28,3.56,0.72,36.52,NA
2014,LTER_6,Fringing,Turbinaria,2648,26.74,3.78,0.65,40.96,NA
2014,LTER_6,Fringing,Turbinaria,2497,27.48,3.89,0.68,40.29,NA
2014,LTER_6,Reefcrest,Turbinaria,1610,28.54,3.96,0.5,56.53,NA
2014,LTER_6,Reefcrest,Turbinaria,1523,30.93,4.47,0.74,41.96,NA
2014,LTER_6,Reefcrest,Turbinaria,2242,27.63,3.88,0.51,54.56,NA
2014,LTER_6,Reefcrest,Turbinaria,2174,30.7,4.51,0.59,51.72,NA
2014,LTER_6,Reefcrest,Turbinaria,1853,30.93,4.66,0.56,55.52,NA
2015,LTER_1,Backreef,Turbinaria,1675,27.41,3.91,0.83,33.21,NA
2015,LTER_1,Backreef,Turbinaria,2752,26.33,3.88,0.72,36.32,NA
2015,LTER_1,Backreef,Turbinaria,2034,25.92,3.72,0.76,33.97,NA
2015,LTER_1,Backreef,Turbinaria,2041,27.7,4.01,0.76,36.43,NA
2015,LTER_1,Backreef,Turbinaria,1614,26.53,3.68,0.91,29.06,NA
2015,LTER_1,Fringing,Turbinaria,2135,28.27,4.03,0.75,37.63,NA
2015,LTER_1,Fringing,Turbinaria,2008,27.77,4.04,0.71,38.88,NA
2015,LTER_1,Fringing,Turbinaria,1888,26.95,3.76,0.99,27.28,NA
2015,LTER_1,Fringing,Turbinaria,2036,26.82,3.84,0.84,31.96,NA
2015,LTER_1,Fringing,Turbinaria,1577,27.87,3.89,0.82,34.04,NA
2015,LTER_1,Reefcrest,Turbinaria,2200,24.72,3.48,0.79,31.36,NA
2015,LTER_1,Reefcrest,Turbinaria,1937,25.28,3.61,0.8,31.55,NA
2015,LTER_1,Reefcrest,Turbinaria,1978,26.27,3.67,0.86,30.65,NA
2015,LTER_1,Reefcrest,Turbinaria,1659,13.57,1.63,0.51,26.55,NA
2015,LTER_1,Reefcrest,Turbinaria,1694,25.9,3.26,0.7,36.98,NA
2015,LTER_2,Backreef,Turbinaria,1755,26.45,3.46,0.77,34.48,NA
2015,LTER_2,Backreef,Turbinaria,2296,26.26,3.39,0.68,38.34,NA
2015,LTER_2,Backreef,Turbinaria,1897,25.98,3.39,0.96,27.19,NA
2015,LTER_2,Backreef,Turbinaria,1961,26.78,3.46,0.71,37.89,NA
2015,LTER_2,Backreef,Turbinaria,2062,25.99,3.34,0.83,31.42,NA
2015,LTER_2,Fringing,Turbinaria,2388,25.74,3.44,0.46,56.24,NA
2015,LTER_2,Fringing,Turbinaria,2008,24.46,3.33,0.47,51.89,NA
2015,LTER_2,Fringing,Turbinaria,1792,25.5,3.36,0.65,39.41,NA
2015,LTER_2,Fringing,Turbinaria,2016,24.77,3.25,0.61,40.29,NA
2015,LTER_2,Fringing,Turbinaria,2772,23.94,3.19,0.52,46.09,NA
2015,LTER_2,Reefcrest,Turbinaria,1554,25.7,3.09,0.58,44.07,NA
2015,LTER_2,Reefcrest,Turbinaria,2478,27.63,3.62,0.59,46.7,NA
2015,LTER_2,Reefcrest,Turbinaria,1859,25.99,3.51,0.67,38.98,NA
2015,LTER_2,Reefcrest,Turbinaria,2878,26.49,3.63,0.51,51.53,NA
2015,LTER_2,Reefcrest,Turbinaria,1828,25.23,3.52,0.47,53.23,NA
2015,LTER_3,Backreef,Turbinaria,2097,24.26,3.73,0.66,36.73,NA
2015,LTER_3,Backreef,Turbinaria,2235,23.7,3.77,0.64,37.16,NA
2015,LTER_3,Backreef,Turbinaria,1891,26.03,4.18,0.75,34.54,NA
2015,LTER_3,Backreef,Turbinaria,2495,24.45,3.88,0.78,31.29,NA
2015,LTER_3,Backreef,Turbinaria,1716,25.77,3.8,0.78,33.22,NA
2015,LTER_3,Fringing,Turbinaria,1863,26.58,3.52,0.63,42.22,NA
2015,LTER_3,Fringing,Turbinaria,2607,26.84,3.58,0.6,44.48,NA
2015,LTER_3,Fringing,Turbinaria,2256,26.84,4.12,0.66,40.94,NA
2015,LTER_3,Fringing,Turbinaria,2751,25.28,3.99,0.61,41.37,NA
2015,LTER_3,Fringing,Turbinaria,2886,26.18,4.15,0.61,43.23,NA
2015,LTER_3,Reefcrest,Turbinaria,2560,28.1,4.51,0.61,45.73,NA
2015,LTER_3,Reefcrest,Turbinaria,2735,26.22,4.39,0.69,38.1,NA
2015,LTER_3,Reefcrest,Turbinaria,1854,28.65,4.46,0.75,38.35,NA
2015,LTER_3,Reefcrest,Turbinaria,2204,27.61,4.31,0.68,40.78,NA
2015,LTER_3,Reefcrest,Turbinaria,1726,28.43,4.33,0.74,38.42,NA
2015,LTER_4,Backreef,Turbinaria,2084,24.71,3.8,0.53,46.7,NA
2015,LTER_4,Backreef,Turbinaria,2527,26.7,4.01,0.52,51.21,NA
2015,LTER_4,Backreef,Turbinaria,2037,27.41,3.56,0.6,45.35,NA
2015,LTER_4,Backreef,Turbinaria,1763,25.46,3.79,0.56,45.09,NA
2015,LTER_4,Backreef,Turbinaria,2186,27.89,4.03,0.58,47.98,NA
2015,LTER_4,Fringing,Turbinaria,2272,25.34,3.6,0.68,37.25,NA
2015,LTER_4,Fringing,Turbinaria,2206,26.29,3.92,0.67,39.53,NA
2015,LTER_4,Fringing,Turbinaria,2399,26.92,3.9,0.61,44.42,NA
2015,LTER_4,Fringing,Turbinaria,2202,25.33,3.73,0.58,43.91,NA
2015,LTER_4,Fringing,Turbinaria,2088,25.72,3.67,0.61,42.27,NA
2015,LTER_4,Reefcrest,Turbinaria,2658,26.78,3.99,0.61,44.18,NA
2015,LTER_4,Reefcrest,Turbinaria,2491,27.8,4.22,0.63,44.42,NA
2015,LTER_4,Reefcrest,Turbinaria,1848,27.82,4.18,0.57,49.06,NA
2015,LTER_4,Reefcrest,Turbinaria,1757,27.44,3.94,0.57,48.44,NA
2015,LTER_4,Reefcrest,Turbinaria,2386,28.56,4.25,0.47,60.49,NA
2015,LTER_5,Backreef,Turbinaria,1905,28.71,3.77,0.56,50.9,NA
2015,LTER_5,Backreef,Turbinaria,2085,28.27,4.28,0.59,47.92,NA
2015,LTER_5,Backreef,Turbinaria,2150,29.26,4.6,0.49,59.26,NA
2015,LTER_5,Backreef,Turbinaria,2200,29.86,4.89,0.61,49.27,NA
2015,LTER_5,Backreef,Turbinaria,1778,28.56,4.37,0.52,54.48,NA
2015,LTER_5,Fringing,Turbinaria,1665,27.15,4.15,0.58,46.55,NA
2015,LTER_5,Fringing,Turbinaria,1770,27.83,4.19,0.64,43.74,NA
2015,LTER_5,Fringing,Turbinaria,1664,28.64,4.28,0.71,40.45,NA
2015,LTER_5,Fringing,Turbinaria,2255,27.08,4.21,0.64,42.5,NA
2015,LTER_5,Reefcrest,Turbinaria,1603,28.11,4.02,0.58,48.46,NA
2015,LTER_5,Reefcrest,Turbinaria,2155,28.04,3.94,0.64,43.94,NA
2015,LTER_5,Reefcrest,Turbinaria,2194,29.61,4.35,0.71,41.68,NA
2015,LTER_5,Reefcrest,Turbinaria,2122,29.36,4.25,0.44,66.84,NA
2015,LTER_5,Reefcrest,Turbinaria,2234,28.53,4.54,0.5,56.58,NA
2015,LTER_6,Backreef,Turbinaria,2264,28.27,4.63,0.61,46.66,NA
2015,LTER_6,Backreef,Turbinaria,2044,30.36,4.89,0.55,54.69,NA
2015,LTER_6,Backreef,Turbinaria,2259,30.04,4.82,0.57,53.03,NA
2015,LTER_6,Backreef,Turbinaria,2358,30.57,4.98,0.59,51.56,NA
2015,LTER_6,Backreef,Turbinaria,2381,28.32,4.64,0.58,48.68,NA
2015,LTER_6,Fringing,Turbinaria,1905,26.88,3.92,0.55,48.83,NA
2015,LTER_6,Fringing,Turbinaria,2234,30.21,4.68,0.58,52.12,NA
2015,LTER_6,Fringing,Turbinaria,1401,28.53,4.2,0.75,38.12,NA
2015,LTER_6,Fringing,Turbinaria,2486,28.28,4.19,0.57,49.81,NA
2015,LTER_6,Fringing,Turbinaria,2327,28,3.77,0.76,36.86,NA
2015,LTER_6,Reefcrest,Turbinaria,2269,31.13,5.26,0.44,70.47,NA
2015,LTER_6,Reefcrest,Turbinaria,2188,29.89,5.08,0.51,59.03,NA
2015,LTER_6,Reefcrest,Turbinaria,2280,28.68,4.58,0.59,48.61,NA
2015,LTER_6,Reefcrest,Turbinaria,2539,27.86,4.38,0.65,42.56,NA
2015,LTER_6,Reefcrest,Turbinaria,2785,30.39,5.15,0.45,67.55,NA
2016,LTER_1,Backreef,Turbinaria,1535,25.26,4.59,0.66,38.26,NA
2016,LTER_1,Backreef,Turbinaria,1378,26.34,3.8,0.71,37.14,NA
2016,LTER_1,Backreef,Turbinaria,1518,23.91,3.84,0.64,37.14,NA
2016,LTER_1,Backreef,Turbinaria,1702,24.48,3.83,0.9,27.2,NA
2016,LTER_1,Backreef,Turbinaria,1984,21.38,3.69,0.65,32.77,NA
2016,LTER_1,Fringing,Turbinaria,1105,25.3,4.77,0.6,42.48,NA
2016,LTER_1,Fringing,Turbinaria,1027,27.06,4.98,0.62,43.99,NA
2016,LTER_1,Fringing,Turbinaria,1715,24.56,4.26,0.68,36.36,NA
2016,LTER_1,Fringing,Turbinaria,1858,25.82,4.58,0.68,37.96,NA
2016,LTER_1,Fringing,Turbinaria,1554,26.4,4.78,0.86,30.87,NA
2016,LTER_1,Reefcrest,Turbinaria,2342,24.21,3.22,0.83,24.7,NA
2016,LTER_1,Reefcrest,Turbinaria,1984,23.74,4.36,0.53,44.74,NA
2016,LTER_1,Reefcrest,Turbinaria,1471,24.41,4.54,0.47,52.47,NA
2016,LTER_1,Reefcrest,Turbinaria,1599,23.51,4.49,0.58,40.22,NA
2016,LTER_1,Reefcrest,Turbinaria,1752,24.43,4.51,0.56,43.35,NA
2016,LTER_2,Backreef,Turbinaria,2015,25.61,3.92,0.79,32.37,NA
2016,LTER_2,Backreef,Turbinaria,1703,23.43,3.55,0.66,35.49,NA
2016,LTER_2,Backreef,Turbinaria,2192,25.7,4.01,0.8,31.92,NA
2016,LTER_2,Backreef,Turbinaria,1922,25.03,3.83,0.72,34.73,NA
2016,LTER_2,Backreef,Turbinaria,1889,28.69,3.78,0.86,33.33,NA
2016,LTER_2,Fringing,Turbinaria,2400,25.94,3.87,0.86,30.15,NA
2016,LTER_2,Fringing,Turbinaria,1879,26.14,4.03,1.05,24.89,NA
2016,LTER_2,Fringing,Turbinaria,1749,23.56,3.66,0.89,26.49,NA
2016,LTER_2,Fringing,Turbinaria,2507,26.8,4.11,1.02,26.23,NA
2016,LTER_2,Fringing,Turbinaria,2623,27.11,4.29,0.92,29.57,NA
2016,LTER_2,Reefcrest,Turbinaria,1780,24.19,4.58,0.87,27.72,NA
2016,LTER_2,Reefcrest,Turbinaria,1488,25.76,5.3,0.83,30.98,NA
2016,LTER_2,Reefcrest,Turbinaria,1046,28.79,6.03,0.69,41.6,NA
2016,LTER_2,Reefcrest,Turbinaria,1051,25.49,5.23,0.84,30.38,NA
2016,LTER_2,Reefcrest,Turbinaria,1775,24.89,4.61,0.8,31.07,NA
2016,LTER_3,Backreef,Turbinaria,2236,27.59,3.65,0.71,38.75,NA
2016,LTER_3,Backreef,Turbinaria,1734,28.54,3.91,0.61,46.62,NA
2016,LTER_3,Backreef,Turbinaria,2544,26.85,3.58,0.67,40.28,NA
2016,LTER_3,Backreef,Turbinaria,2204,24.98,3.14,0.54,46.3,NA
2016,LTER_3,Backreef,Turbinaria,2453,26.19,3.81,0.63,41.31,NA
2016,LTER_3,Fringing,Turbinaria,2316,28.22,3.81,0.76,37.12,NA
2016,LTER_3,Fringing,Turbinaria,2641,26.47,3.62,0.76,34.62,NA
2016,LTER_3,Fringing,Turbinaria,1686,26.67,3.55,0.83,32.16,NA
2016,LTER_3,Fringing,Turbinaria,1991,28.63,3.79,0.81,35.51,NA
2016,LTER_3,Fringing,Turbinaria,1576,27.57,3.58,0.83,33.24,NA
2016,LTER_3,Reefcrest,Turbinaria,1541,26.97,3.89,0.66,40.77,NA
2016,LTER_3,Reefcrest,Turbinaria,1552,27.41,3.76,0.79,34.63,NA
2016,LTER_3,Reefcrest,Turbinaria,2663,25.18,3.71,0.53,47.95,NA
2016,LTER_3,Reefcrest,Turbinaria,2128,26.92,3.95,0.57,47.13,NA
2016,LTER_3,Reefcrest,Turbinaria,1479,25.42,3.56,0.72,35.08,NA
2016,LTER_4,Backreef,Turbinaria,2076,24.29,3.81,0.99,24.62,NA
2016,LTER_4,Backreef,Turbinaria,2336,24.17,3.76,0.96,25.26,NA
2016,LTER_4,Backreef,Turbinaria,1733,25.11,2.9,0.82,30.56,NA
2016,LTER_4,Backreef,Turbinaria,1980,26.08,3.5,0.76,34.39,NA
2016,LTER_4,Backreef,Turbinaria,1796,26.83,3.68,0.64,41.83,NA
2016,LTER_4,Fringing,Turbinaria,1635,26.04,4.05,0.97,26.89,NA
2016,LTER_4,Fringing,Turbinaria,1705,26.64,4.26,1.22,21.89,NA
2016,LTER_4,Fringing,Turbinaria,1524,25.13,3.82,0.96,26.17,NA
2016,LTER_4,Fringing,Turbinaria,1796,25.87,4.01,1.01,25.68,NA
2016,LTER_4,Fringing,Turbinaria,2284,25.96,4.28,1.16,22.29,NA
2016,LTER_4,Reefcrest,Turbinaria,2594,23.24,3.13,0.58,39.79,NA
2016,LTER_4,Reefcrest,Turbinaria,2214,26.37,3.57,0.74,35.79,NA
2016,LTER_4,Reefcrest,Turbinaria,1615,27.18,3.67,0.84,32.29,NA
2016,LTER_4,Reefcrest,Turbinaria,1883,27.93,3.77,0.7,39.83,NA
2016,LTER_4,Reefcrest,Turbinaria,2136,27.24,3.65,0.62,44.07,NA
2016,LTER_5,Backreef,Turbinaria,1633,24.78,3.56,0.87,28.46,NA
2016,LTER_5,Backreef,Turbinaria,2244,24.41,3.63,0.8,30.51,NA
2016,LTER_5,Backreef,Turbinaria,2764,23.16,3.76,0.56,41.13,NA
2016,LTER_5,Backreef,Turbinaria,1896,25.38,4.28,1.08,23.49,NA
2016,LTER_5,Backreef,Turbinaria,1806,22.92,3.77,0.87,26.37,NA
2016,LTER_5,Fringing,Turbinaria,1700,24.93,3.33,0.79,31.52,NA
2016,LTER_5,Fringing,Turbinaria,1460,26.2,3.37,0.93,28.18,NA
2016,LTER_5,Fringing,Turbinaria,2371,24.69,3.31,0.97,25.58,NA
2016,LTER_5,Fringing,Turbinaria,2295,25.29,3.36,0.81,31.39,NA
2016,LTER_5,Fringing,Turbinaria,1938,25.29,3.43,0.78,32.4,NA
2016,LTER_5,Reefcrest,Turbinaria,1624,27.33,4.09,0.7,39.25,NA
2016,LTER_5,Reefcrest,Turbinaria,1850,26.7,3.93,0.66,40.36,NA
2016,LTER_5,Reefcrest,Turbinaria,1792,26.61,3.95,0.67,39.84,NA
2016,LTER_5,Reefcrest,Turbinaria,1735,27.79,4.14,0.77,35.89,NA
2016,LTER_5,Reefcrest,Turbinaria,2042,24.23,3.67,0.81,29.75,NA
2016,LTER_6,Backreef,Turbinaria,1731,28.71,3.75,0.68,42.23,NA
2016,LTER_6,Backreef,Turbinaria,2061,27.59,4.03,0.84,32.82,NA
2016,LTER_6,Backreef,Turbinaria,1627,29.86,4.39,0.91,32.68,NA
2016,LTER_6,Backreef,Turbinaria,1583,28.52,4.01,0.74,38.8,NA
2016,LTER_6,Backreef,Turbinaria,2034,29.78,4.39,0.68,43.78,NA
2016,LTER_6,Fringing,Turbinaria,2082,27.6,4.26,0.79,35.13,NA
2016,LTER_6,Fringing,Turbinaria,2052,26.83,3.99,0.71,37.95,NA
2016,LTER_6,Fringing,Turbinaria,2265,26.43,3.96,0.71,37.2,NA
2016,LTER_6,Fringing,Turbinaria,1848,25.51,4.02,0.94,27.28,NA
2016,LTER_6,Fringing,Turbinaria,2252,26.09,4.04,0.8,32.76,NA
2016,LTER_6,Reefcrest,Turbinaria,2401,24.54,3.72,0.72,34.27,NA
2016,LTER_6,Reefcrest,Turbinaria,2336,25.63,3.63,0.71,36.18,NA
2016,LTER_6,Reefcrest,Turbinaria,2882,23.92,3.44,0.75,31.93,NA
2016,LTER_6,Reefcrest,Turbinaria,1459,26.18,3.72,0.63,41.6,NA
2016,LTER_6,Reefcrest,Turbinaria,1545,27.02,3.88,0.74,36.7,NA
2017,LTER_1,Backreef,Turbinaria,2805,26.41,4.06,0.58,45.28,NA
2017,LTER_1,Backreef,Turbinaria,2780,26.32,4.11,0.68,38.85,NA
2017,LTER_1,Backreef,Turbinaria,2038,24.78,3.98,0.67,37.04,NA
2017,LTER_1,Backreef,Turbinaria,2594,28.01,4.09,0.64,43.72,NA
2017,LTER_1,Backreef,Turbinaria,2130,25.06,4.01,0.54,46.7,NA
2017,LTER_1,Backreef,Turbinaria,2310,28.32,4.19,0.7,40.3,NA
2017,LTER_1,Backreef,Turbinaria,2740,23.83,3.64,0.48,49.29,NA
2017,LTER_1,Backreef,Turbinaria,2500,26.56,4.01,0.61,43.34,NA
2017,LTER_1,Backreef,Turbinaria,3145,23.9,3.39,0.57,41.92,NA
2017,LTER_1,Backreef,Turbinaria,2579,27.5,3.86,0.49,55.71,NA
2017,LTER_1,Fringing,Turbinaria,2747,26.38,3.83,0.66,40.07,NA
2017,LTER_1,Fringing,Turbinaria,2292,25.96,3.78,0.62,41.89,NA
2017,LTER_1,Fringing,Turbinaria,2353,25.78,3.68,0.64,40.43,NA
2017,LTER_1,Fringing,Turbinaria,2781,24.44,3.5,0.54,45.31,NA
2017,LTER_1,Fringing,Turbinaria,2935,26.58,3.72,0.6,44.12,NA
2017,LTER_1,Fringing,Turbinaria,2384,26.99,3.87,0.61,44.07,NA
2017,LTER_1,Fringing,Turbinaria,2332,27.55,3.81,0.61,45.4,NA
2017,LTER_1,Fringing,Turbinaria,2730,27.81,4.16,0.65,42.98,NA
